Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
234,johnlowery@gmail.com,qenelvvf,3ougge,opyep1aoj,0,card,VISA 16 digit,11,1,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
235,johnlowery@gmail.com,w5wkltds,3ougge,opyep1aoj,0,card,VISA 16 digit,11,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
236,johnlowery@gmail.com,m0vig74t,6p7c0x,opyep1aoj,0,card,VISA 16 digit,42,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
237,johnlowery@gmail.com,ao66pcnh,dd8z28,opyep1aoj,0,card,VISA 16 digit,37,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
238,johnlowery@gmail.com,0ltw4chk,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
239,johnlowery@gmail.com,h1zprjml,0b6r24,opyep1aoj,0,card,VISA 16 digit,30,1,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
240,johnlowery@gmail.com,aoyfjmwf,9eubwc,opyep1aoj,0,card,VISA 16 digit,12,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
283,johnlowery@gmail.com,hjsrew5l,np906j,a8dggs0xt,0,card,JCB 16 digit,40,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
284,johnlowery@gmail.com,e93zwysp,p1yimo,a8dggs0xt,0,card,JCB 16 digit,34,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled,165,635.676.0955x524,969zz9zdj8z4gns4sx5p,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,2,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,7,044-642-9860,rjb0adai34izqvys4938,212.144.68.190,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",6,5,2,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,40,737-377-9701x577,jz66ap43id2y35ivfqa5,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,0,1,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,45,+16(4)9016414340,cdx178qymd6vy77nm4x3,222.79.159.140,"77711 Pamela Ridge
New Kayla, IL 27182",3,2,1,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,65,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,5,1,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,79,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,2,1,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,133,1-143-059-1833,tyijaify2hqadwslejyr,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",0,0,0,1
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled,155,076-099-0630x72770,6qy6oa3nqutsyyxzc54c,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,5,3,1
